,Zeit,Vollständiger Name,Ereigniskontext,Komponente,Ereignisname,Herkunft
10475,29.09.2022 11:01,Student34,Test: Quiz 3,Test,Testversuch eingereicht,web
10481,29.09.2022 10:19,Student34,Test: Quiz 3,Test,Testversuch gestartet,web
10529,27.09.2022 22:28,Student27,Test: Quiz 3,Test,Testversuch eingereicht,web
10534,27.09.2022 22:17,Student27,Test: Quiz 3,Test,Testversuch gestartet,web
10540,27.09.2022 22:01,Student27,Test: Quiz 3,Test,Testversuch eingereicht,web
10554,27.09.2022 21:17,Student27,Test: Quiz 3,Test,Testversuch gestartet,web
10560,27.09.2022 21:02,Student8,Test: Quiz 3,Test,Testversuch eingereicht,web
10565,27.09.2022 20:51,Student11,Test: Quiz 3,Test,Testversuch eingereicht,web
10567,27.09.2022 20:49,Student18,Test: Quiz 3,Test,Testversuch eingereicht,web
10584,27.09.2022 20:31,Student9,Test: Quiz 3,Test,Testversuch eingereicht,web
10588,27.09.2022 20:31,Student22,Test: Quiz 3,Test,Testversuch eingereicht,web
10594,27.09.2022 20:25,Student28,Test: Quiz 3,Test,Testversuch eingereicht,web
10598,27.09.2022 20:24,Student19,Test: Quiz 3,Test,Testversuch eingereicht,web
10613,27.09.2022 20:20,Student28,Test: Quiz 3,Test,Testversuch gestartet,web
10626,27.09.2022 20:15,Student15,Test: Quiz 3,Test,Testversuch eingereicht,web
10628,27.09.2022 20:15,Student28,Test: Quiz 3,Test,Testversuch eingereicht,web
10633,27.09.2022 20:13,Student12,Test: Quiz 3,Test,Testversuch eingereicht,web
10637,27.09.2022 20:13,Student24,Test: Quiz 3,Test,Testversuch eingereicht,web
10647,27.09.2022 20:10,Student18,Test: Quiz 3,Test,Testversuch gestartet,web
10652,27.09.2022 20:10,Student15,Test: Quiz 3,Test,Testversuch gestartet,web
10654,27.09.2022 20:10,Student19,Test: Quiz 3,Test,Testversuch gestartet,web
10660,27.09.2022 20:10,Student9,Test: Quiz 3,Test,Testversuch gestartet,web
10661,27.09.2022 20:10,Student11,Test: Quiz 3,Test,Testversuch gestartet,web
10664,27.09.2022 20:10,Student37,Test: Quiz 3,Test,Testversuch gestartet,web
10675,27.09.2022 20:09,Student8,Test: Quiz 3,Test,Testversuch gestartet,web
10679,27.09.2022 20:08,Student29,Test: Quiz 3,Test,Testversuch eingereicht,web
10682,27.09.2022 20:08,Student24,Test: Quiz 3,Test,Testversuch gestartet,web
10688,27.09.2022 20:07,Student24,Test: Quiz 3,Test,Testversuch eingereicht,web
10697,27.09.2022 20:01,Student22,Test: Quiz 3,Test,Testversuch gestartet,web
10711,27.09.2022 20:00,Student24,Test: Quiz 3,Test,Testversuch gestartet,web
10715,27.09.2022 19:59,Student29,Test: Quiz 3,Test,Testversuch gestartet,web
10719,27.09.2022 19:59,Student24,Test: Quiz 3,Test,Testversuch eingereicht,web
10730,27.09.2022 19:56,Student14,Test: Quiz 3,Test,Testversuch eingereicht,web
10741,27.09.2022 19:52,Student14,Test: Quiz 3,Test,Testversuch gestartet,web
10743,27.09.2022 19:52,Student14,Test: Quiz 3,Test,Testversuch eingereicht,web
10747,27.09.2022 19:46,Student24,Test: Quiz 3,Test,Testversuch gestartet,web
10765,27.09.2022 19:36,Student12,Test: Quiz 3,Test,Testversuch gestartet,web
10775,27.09.2022 19:34,Student14,Test: Quiz 3,Test,Testversuch gestartet,web
10797,27.09.2022 19:32,Student13,Test: Quiz 3,Test,Testversuch eingereicht,web
10823,27.09.2022 19:30,Student28,Test: Quiz 3,Test,Testversuch gestartet,web
10841,27.09.2022 19:15,Student31,Test: Quiz 3,Test,Testversuch eingereicht,web
10860,27.09.2022 19:06,Student21,Test: Quiz 3,Test,Testversuch eingereicht,web
10864,27.09.2022 19:04,Student6,Test: Quiz 3,Test,Testversuch eingereicht,web
10869,27.09.2022 19:02,Student35,Test: Quiz 3,Test,Testversuch eingereicht,web
10875,27.09.2022 19:00,Student36,Test: Quiz 3,Test,Testversuch eingereicht,web
10881,27.09.2022 18:59,Student1,Test: Quiz 3,Test,Testversuch eingereicht,web
10886,27.09.2022 18:58,Student6,Test: Quiz 3,Test,Testversuch gestartet,web
10888,27.09.2022 18:58,Student6,Test: Quiz 3,Test,Testversuch eingereicht,web
10893,27.09.2022 18:56,Student35,Test: Quiz 3,Test,Testversuch gestartet,web
10895,27.09.2022 18:56,Student35,Test: Quiz 3,Test,Testversuch eingereicht,web
10910,27.09.2022 18:51,Student36,Test: Quiz 3,Test,Testversuch gestartet,web
10912,27.09.2022 18:51,Student16,Test: Quiz 3,Test,Testversuch eingereicht,web
10922,27.09.2022 18:50,Student33,Test: Quiz 3,Test,Testversuch eingereicht,web
10926,27.09.2022 18:49,Student25,Test: Quiz 3,Test,Testversuch eingereicht,web
10938,27.09.2022 18:46,Student35,Test: Quiz 3,Test,Testversuch gestartet,web
10940,27.09.2022 18:46,Student35,Test: Quiz 3,Test,Testversuch eingereicht,web
10944,27.09.2022 18:46,Student36,Test: Quiz 3,Test,Testversuch eingereicht,web
10952,27.09.2022 18:44,Student21,Test: Quiz 3,Test,Testversuch gestartet,web
10954,27.09.2022 18:44,Student21,Test: Quiz 3,Test,Testversuch eingereicht,web
10969,27.09.2022 18:40,Student23,Test: Quiz 3,Test,Testversuch eingereicht,web
10975,27.09.2022 18:40,Student5,Test: Quiz 3,Test,Testversuch eingereicht,web
11000,27.09.2022 18:35,Student36,Test: Quiz 3,Test,Testversuch gestartet,web
11002,27.09.2022 18:35,Student36,Test: Quiz 3,Test,Testversuch eingereicht,web
11014,27.09.2022 18:34,Student1,Test: Quiz 3,Test,Testversuch gestartet,web
11016,27.09.2022 18:33,Student21,Test: Quiz 3,Test,Testversuch gestartet,web
11021,27.09.2022 18:33,Student35,Test: Quiz 3,Test,Testversuch gestartet,web
11024,27.09.2022 18:33,Student23,Test: Quiz 3,Test,Testversuch gestartet,web
11033,27.09.2022 18:32,Student16,Test: Quiz 3,Test,Testversuch gestartet,web
11035,27.09.2022 18:32,Student36,Test: Quiz 3,Test,Testversuch gestartet,web
11037,27.09.2022 18:32,Student32,Test: Quiz 3,Test,Testversuch gestartet,web
11041,27.09.2022 18:32,Student31,Test: Quiz 3,Test,Testversuch gestartet,web
11043,27.09.2022 18:32,Student6,Test: Quiz 3,Test,Testversuch gestartet,web
11048,27.09.2022 18:32,Student33,Test: Quiz 3,Test,Testversuch gestartet,web
11053,27.09.2022 18:32,Student25,Test: Quiz 3,Test,Testversuch gestartet,web
11056,27.09.2022 18:32,Student13,Test: Quiz 3,Test,Testversuch gestartet,web
11063,27.09.2022 18:32,Student5,Test: Quiz 3,Test,Testversuch gestartet,web
11189,27.09.2022 16:07,Student25,Test: Quiz 2,Test,Testversuch gestartet,web
11199,27.09.2022 15:09,Student15,Test: Quiz 2,Test,Testversuch eingereicht,web
11232,27.09.2022 14:29,Student15,Test: Quiz 2,Test,Testversuch gestartet,web
11234,27.09.2022 14:29,Student15,Test: Quiz 2,Test,Testversuch eingereicht,web
11248,27.09.2022 13:46,Student15,Test: Quiz 2,Test,Testversuch gestartet,web
11257,27.09.2022 12:48,Student11,Test: Quiz 2,Test,Testversuch eingereicht,web
11273,27.09.2022 12:33,Student11,Test: Quiz 2,Test,Testversuch gestartet,web
11331,26.09.2022 10:01,Student11,Test: Quiz 2,Test,Testversuch eingereicht,web
11343,26.09.2022 09:32,Student11,Test: Quiz 2,Test,Testversuch gestartet,web
11355,26.09.2022 01:18,Student13,Test: Quiz 2,Test,Testversuch eingereicht,web
11373,26.09.2022 00:37,Student13,Test: Quiz 2,Test,Testversuch gestartet,web
11393,25.09.2022 14:53,Student12,Test: Quiz 2,Test,Testversuch eingereicht,web
11406,25.09.2022 13:58,Student12,Test: Quiz 2,Test,Testversuch gestartet,web
11424,24.09.2022 17:12,Student11,Test: Quiz 2,Test,Testversuch eingereicht,web
11443,24.09.2022 16:43,Student11,Test: Quiz 2,Test,Testversuch gestartet,web
11457,23.09.2022 19:00,Student12,Test: Quiz 2,Test,Testversuch gestartet,web
11469,23.09.2022 13:45,Student21,Test: Quiz 2,Test,Testversuch eingereicht,web
11486,23.09.2022 13:28,Student21,Test: Quiz 2,Test,Testversuch gestartet,web
11488,23.09.2022 13:28,Student21,Test: Quiz 2,Test,Testversuch eingereicht,web
11495,23.09.2022 13:15,Student33,Test: Quiz 2,Test,Testversuch eingereicht,web
11527,23.09.2022 12:46,Student33,Test: Quiz 2,Test,Testversuch gestartet,web
11532,23.09.2022 12:44,Student21,Test: Quiz 2,Test,Testversuch gestartet,web
11553,22.09.2022 23:51,Student16,Test: Quiz 2,Test,Testversuch eingereicht,web
11565,22.09.2022 23:22,Student16,Test: Quiz 2,Test,Testversuch gestartet,web
11581,22.09.2022 15:53,Student12,Test: Quiz 2,Test,Testversuch eingereicht,web
11585,22.09.2022 14:53,Student12,Test: Quiz 2,Test,Testversuch gestartet,web
11597,21.09.2022 22:12,Student27,Test: Quiz 2,Test,Testversuch eingereicht,web
11609,21.09.2022 22:03,Student27,Test: Quiz 2,Test,Testversuch gestartet,web
11613,21.09.2022 22:02,Student27,Test: Quiz 2,Test,Testversuch eingereicht,web
11627,21.09.2022 21:54,Student27,Test: Quiz 2,Test,Testversuch gestartet,web
11636,21.09.2022 19:54,Student9,Test: Quiz 2,Test,Testversuch eingereicht,web
11654,21.09.2022 19:26,Student9,Test: Quiz 2,Test,Testversuch gestartet,web
11666,21.09.2022 15:11,Student26,Test: Quiz 2,Test,Testversuch eingereicht,web
11678,21.09.2022 15:04,Student26,Test: Quiz 2,Test,Testversuch gestartet,web
11682,21.09.2022 15:03,Student26,Test: Quiz 2,Test,Testversuch eingereicht,web
11696,21.09.2022 14:59,Student26,Test: Quiz 2,Test,Testversuch gestartet,web
11700,21.09.2022 14:59,Student26,Test: Quiz 2,Test,Testversuch eingereicht,web
11714,21.09.2022 14:50,Student26,Test: Quiz 2,Test,Testversuch gestartet,web
11718,21.09.2022 14:49,Student26,Test: Quiz 2,Test,Testversuch eingereicht,web
11725,21.09.2022 14:46,Student30,Test: Quiz 2,Test,Testversuch eingereicht,web
11745,21.09.2022 14:30,Student26,Test: Quiz 2,Test,Testversuch gestartet,web
11751,21.09.2022 14:23,Student30,Test: Quiz 2,Test,Testversuch gestartet,web
11768,21.09.2022 10:34,Student12,Test: Quiz 2,Test,Testversuch gestartet,web
11774,21.09.2022 00:26,Student1,Test: Quiz 2,Test,Testversuch eingereicht,web
11791,21.09.2022 00:17,Student1,Test: Quiz 2,Test,Testversuch gestartet,web
11793,21.09.2022 00:17,Student1,Test: Quiz 2,Test,Testversuch eingereicht,web
11797,21.09.2022 00:07,Student1,Test: Quiz 2,Test,Testversuch gestartet,web
11799,21.09.2022 00:04,Student1,Test: Quiz 2,Test,Testversuch eingereicht,web
11819,20.09.2022 23:34,Student1,Test: Quiz 2,Test,Testversuch gestartet,web
11832,20.09.2022 22:16,Student8,Test: Quiz 2,Test,Testversuch eingereicht,web
11844,20.09.2022 21:52,Student8,Test: Quiz 2,Test,Testversuch gestartet,web
11850,20.09.2022 20:56,Student8,Test: Quiz 2,Test,Testversuch eingereicht,web
11854,20.09.2022 20:50,Student11,Test: Quiz 2,Test,Testversuch eingereicht,web
11870,20.09.2022 20:40,Student30,Test: Quiz 2,Test,Testversuch eingereicht,web
11879,20.09.2022 20:39,Student37,Test: Quiz 2,Test,Testversuch eingereicht,web
11884,20.09.2022 20:39,Student18,Test: Quiz 2,Test,Testversuch eingereicht,web
11898,20.09.2022 20:36,Student11,Test: Quiz 2,Test,Testversuch gestartet,web
11908,20.09.2022 20:35,Student22,Test: Quiz 2,Test,Testversuch eingereicht,web
11921,20.09.2022 20:32,Student28,Test: Quiz 2,Test,Testversuch eingereicht,web
11930,20.09.2022 20:31,Student11,Test: Quiz 2,Test,Testversuch eingereicht,web
11943,20.09.2022 20:29,Student19,Test: Quiz 2,Test,Testversuch eingereicht,web
11947,20.09.2022 20:29,Student24,Test: Quiz 2,Test,Testversuch eingereicht,web
11986,20.09.2022 20:24,Student24,Test: Quiz 2,Test,Testversuch gestartet,web
11992,20.09.2022 20:23,Student24,Test: Quiz 2,Test,Testversuch eingereicht,web
11995,20.09.2022 20:23,Student28,Test: Quiz 2,Test,Testversuch gestartet,web
12000,20.09.2022 20:23,Student28,Test: Quiz 2,Test,Testversuch eingereicht,web
12007,20.09.2022 20:22,Student27,Test: Quiz 2,Test,Testversuch eingereicht,web
12050,20.09.2022 20:18,Student14,Test: Quiz 2,Test,Testversuch eingereicht,web
12081,20.09.2022 20:14,Student29,Test: Quiz 2,Test,Testversuch eingereicht,web
12129,20.09.2022 20:07,Student30,Test: Quiz 2,Test,Testversuch gestartet,web
12136,20.09.2022 20:06,Student27,Test: Quiz 2,Test,Testversuch gestartet,web
12138,20.09.2022 20:06,Student28,Test: Quiz 2,Test,Testversuch gestartet,web
12140,20.09.2022 20:06,Student8,Test: Quiz 2,Test,Testversuch gestartet,web
12145,20.09.2022 20:06,Student24,Test: Quiz 2,Test,Testversuch gestartet,web
12151,20.09.2022 20:06,Student22,Test: Quiz 2,Test,Testversuch gestartet,web
12152,20.09.2022 20:06,Student11,Test: Quiz 2,Test,Testversuch gestartet,web
12155,20.09.2022 20:06,Student14,Test: Quiz 2,Test,Testversuch gestartet,web
12157,20.09.2022 20:06,Student37,Test: Quiz 2,Test,Testversuch gestartet,web
12161,20.09.2022 20:06,Student18,Test: Quiz 2,Test,Testversuch gestartet,web
12164,20.09.2022 20:06,Student29,Test: Quiz 2,Test,Testversuch gestartet,web
12166,20.09.2022 20:06,Student19,Test: Quiz 2,Test,Testversuch gestartet,web
12269,20.09.2022 19:09,Student1,Test: Quiz 2,Test,Testversuch eingereicht,web
12277,20.09.2022 19:06,Student32,Test: Quiz 2,Test,Testversuch eingereicht,web
12288,20.09.2022 19:04,Student25,Test: Quiz 2,Test,Testversuch eingereicht,web
12297,20.09.2022 19:03,Student31,Test: Quiz 2,Test,Testversuch eingereicht,web
12321,20.09.2022 19:00,Student16,Test: Quiz 2,Test,Testversuch eingereicht,web
12329,20.09.2022 18:59,Student34,Test: Quiz 2,Test,Testversuch eingereicht,web
12339,20.09.2022 18:58,Student32,Test: Quiz 2,Test,Testversuch gestartet,web
12346,20.09.2022 18:57,Student5,Test: Quiz 2,Test,Testversuch eingereicht,web
12350,20.09.2022 18:57,Student32,Test: Quiz 2,Test,Testversuch eingereicht,web
12392,20.09.2022 18:49,Student6,Test: Quiz 2,Test,Testversuch eingereicht,web
12402,20.09.2022 18:49,Student35,Test: Quiz 2,Test,Testversuch eingereicht,web
12405,20.09.2022 18:48,Student36,Test: Quiz 2,Test,Testversuch eingereicht,web
12419,20.09.2022 18:47,Student23,Test: Quiz 2,Test,Testversuch eingereicht,web
12436,20.09.2022 18:44,Student5,Test: Quiz 2,Test,Testversuch gestartet,web
12440,20.09.2022 18:44,Student5,Test: Quiz 2,Test,Testversuch eingereicht,web
12571,20.09.2022 18:31,Student1,Test: Quiz 2,Test,Testversuch gestartet,web
12578,20.09.2022 18:30,Student2,Test: Quiz 2,Test,Testversuch gestartet,web
12581,20.09.2022 18:30,Student36,Test: Quiz 2,Test,Testversuch gestartet,web
12586,20.09.2022 18:30,Student32,Test: Quiz 2,Test,Testversuch gestartet,web
12588,20.09.2022 18:30,Student6,Test: Quiz 2,Test,Testversuch gestartet,web
12590,20.09.2022 18:30,Student13,Test: Quiz 2,Test,Testversuch gestartet,web
12592,20.09.2022 18:30,Student25,Test: Quiz 2,Test,Testversuch gestartet,web
12595,20.09.2022 18:30,Student16,Test: Quiz 2,Test,Testversuch gestartet,web
12596,20.09.2022 18:30,Student35,Test: Quiz 2,Test,Testversuch gestartet,web
12603,20.09.2022 18:30,Student34,Test: Quiz 2,Test,Testversuch gestartet,web
12605,20.09.2022 18:30,Student31,Test: Quiz 2,Test,Testversuch gestartet,web
12608,20.09.2022 18:30,Student23,Test: Quiz 2,Test,Testversuch gestartet,web
12610,20.09.2022 18:30,Student5,Test: Quiz 2,Test,Testversuch gestartet,web
12735,20.09.2022 17:00,Student25,Test: Quiz 1,Test,Testversuch eingereicht,web
12759,20.09.2022 16:55,Student25,Test: Quiz 1,Test,Testversuch gestartet,web
12773,20.09.2022 15:34,Student11,Test: Quiz 1,Test,Testversuch eingereicht,web
12781,20.09.2022 15:18,Student11,Test: Quiz 1,Test,Testversuch gestartet,web
12786,20.09.2022 14:13,Student2,Test: Quiz 1,Test,Testversuch eingereicht,web
12797,20.09.2022 14:08,Student2,Test: Quiz 1,Test,Testversuch gestartet,web
12799,20.09.2022 14:08,Student2,Test: Quiz 1,Test,Testversuch eingereicht,web
12805,20.09.2022 14:05,Student2,Test: Quiz 1,Test,Testversuch gestartet,web
12807,20.09.2022 14:05,Student2,Test: Quiz 1,Test,Testversuch eingereicht,web
12817,20.09.2022 13:57,Student2,Test: Quiz 1,Test,Testversuch gestartet,web
12820,20.09.2022 13:56,Student15,Test: Quiz 1,Test,Testversuch eingereicht,web
12830,20.09.2022 13:15,Student15,Test: Quiz 1,Test,Testversuch gestartet,web
12837,20.09.2022 12:30,Student11,Test: Quiz 1,Test,Testversuch eingereicht,web
12856,20.09.2022 12:22,Student11,Test: Quiz 1,Test,Testversuch gestartet,web
12861,20.09.2022 11:57,Student11,Test: Quiz 1,Test,Testversuch eingereicht,web
12879,20.09.2022 11:41,Student11,Test: Quiz 1,Test,Testversuch gestartet,web
12894,20.09.2022 11:16,Student9,Test: Quiz 1,Test,Testversuch eingereicht,web
12904,20.09.2022 11:10,Student9,Test: Quiz 1,Test,Testversuch gestartet,web
12905,20.09.2022 11:10,Student9,Test: Quiz 1,Geführte Touren,Tour beendet,web
12907,20.09.2022 11:10,Student9,Test: Quiz 1,Geführte Touren,Tour begonnen,web
12945,19.09.2022 23:19,Student2,Test: Quiz 1,Test,Testversuch eingereicht,web
12955,19.09.2022 23:01,Student2,Test: Quiz 1,Test,Testversuch gestartet,web
12969,19.09.2022 21:03,Student19,Test: Quiz 1,Test,Testversuch eingereicht,web
12978,19.09.2022 20:57,Student19,Test: Quiz 1,Test,Testversuch gestartet,web
13013,19.09.2022 10:38,Student24,Test: Quiz 1,Test,Testversuch eingereicht,web
13022,19.09.2022 10:35,Student24,Test: Quiz 1,Test,Testversuch gestartet,web
13024,19.09.2022 10:35,Student24,Test: Quiz 1,Test,Testversuch eingereicht,web
13036,19.09.2022 10:26,Student24,Test: Quiz 1,Test,Testversuch gestartet,web
13050,18.09.2022 22:30,Student18,Test: Quiz 1,Test,Testversuch eingereicht,web
13068,18.09.2022 22:08,Student18,Test: Quiz 1,Test,Testversuch gestartet,web
13106,18.09.2022 15:43,Student28,Test: Quiz 1,Test,Testversuch eingereicht,web
13116,18.09.2022 15:40,Student28,Test: Quiz 1,Test,Testversuch gestartet,web
13123,18.09.2022 15:25,Student28,Test: Quiz 1,Test,Testversuch eingereicht,web
13132,18.09.2022 15:20,Student28,Test: Quiz 1,Test,Testversuch gestartet,web
13138,18.09.2022 15:19,Student28,Test: Quiz 1,Test,Testversuch eingereicht,web
13147,18.09.2022 15:12,Student28,Test: Quiz 1,Test,Testversuch gestartet,web
13172,18.09.2022 12:51,Student22,Test: Quiz 1,Test,Testversuch eingereicht,web
13178,18.09.2022 12:40,Student22,Test: Quiz 1,Test,Testversuch gestartet,web
13192,17.09.2022 22:30,Student35,Test: Quiz 1,Test,Testversuch eingereicht,web
13204,17.09.2022 21:53,Student35,Test: Quiz 1,Test,Testversuch gestartet,web
13225,17.09.2022 18:41,Student27,Test: Quiz 1,Test,Testversuch eingereicht,web
13234,17.09.2022 18:37,Student27,Test: Quiz 1,Test,Testversuch gestartet,web
13246,17.09.2022 18:36,Student27,Test: Quiz 1,Test,Testversuch eingereicht,web
13259,17.09.2022 18:32,Student27,Test: Quiz 1,Test,Testversuch gestartet,web
13265,17.09.2022 18:30,Student27,Test: Quiz 1,Test,Testversuch eingereicht,web
13276,17.09.2022 18:23,Student27,Test: Quiz 1,Test,Testversuch gestartet,web
13314,16.09.2022 12:13,Student1,Test: Quiz 1,Test,Testversuch eingereicht,web
13324,16.09.2022 12:08,Student1,Test: Quiz 1,Test,Testversuch gestartet,web
13326,16.09.2022 12:07,Student1,Test: Quiz 1,Test,Testversuch eingereicht,web
13338,16.09.2022 11:57,Student1,Test: Quiz 1,Test,Testversuch gestartet,web
13340,16.09.2022 11:57,Student1,Test: Quiz 1,Test,Testversuch eingereicht,web
13359,16.09.2022 11:47,Student1,Test: Quiz 1,Test,Testversuch gestartet,web
13367,16.09.2022 11:45,Student34,Test: Quiz 1,Test,Testversuch eingereicht,web
13392,16.09.2022 11:39,Student34,Test: Quiz 1,Test,Testversuch gestartet,web
13394,16.09.2022 11:38,Student34,Test: Quiz 1,Test,Testversuch eingereicht,web
13403,16.09.2022 11:17,Student34,Test: Quiz 1,Test,Testversuch gestartet,web
13405,16.09.2022 11:17,Student34,Test: Quiz 1,Test,Testversuch eingereicht,web
13417,16.09.2022 11:03,Student34,Test: Quiz 1,Test,Testversuch gestartet,web
13430,16.09.2022 00:45,Student14,Test: Quiz 1,Test,Testversuch gestartet,web
13442,15.09.2022 09:42,Student30,Test: Quiz 1,Test,Testversuch eingereicht,web
13455,15.09.2022 09:22,Student30,Test: Quiz 1,Test,Testversuch gestartet,web
13469,14.09.2022 22:17,Student16,Test: Quiz 1,Test,Testversuch eingereicht,web
13478,14.09.2022 22:09,Student16,Test: Quiz 1,Test,Testversuch gestartet,web
13483,14.09.2022 19:19,Student26,Test: Quiz 1,Test,Testversuch eingereicht,web
13499,14.09.2022 19:15,Student26,Test: Quiz 1,Test,Testversuch gestartet,web
13503,14.09.2022 19:15,Student26,Test: Quiz 1,Test,Testversuch eingereicht,web
13516,14.09.2022 19:06,Student26,Test: Quiz 1,Test,Testversuch gestartet,web
13534,14.09.2022 16:48,Student19,Test: Quiz 1,Test,Testversuch eingereicht,web
13544,14.09.2022 16:38,Student19,Test: Quiz 1,Test,Testversuch gestartet,web
13558,14.09.2022 11:21,Student12,Test: Quiz 1,Test,Testversuch eingereicht,web
13573,14.09.2022 11:13,Student12,Test: Quiz 1,Test,Testversuch gestartet,web
13575,14.09.2022 11:13,Student12,Test: Quiz 1,Test,Testversuch eingereicht,web
13582,14.09.2022 11:09,Student14,Test: Quiz 1,Test,Testversuch eingereicht,web
13593,14.09.2022 11:07,Student12,Test: Quiz 1,Test,Testversuch gestartet,web
13595,14.09.2022 11:07,Student12,Test: Quiz 1,Test,Testversuch eingereicht,web
13609,14.09.2022 11:05,Student14,Test: Quiz 1,Test,Testversuch gestartet,web
13615,14.09.2022 11:05,Student14,Test: Quiz 1,Test,Testversuch eingereicht,web
13621,14.09.2022 11:04,Student12,Test: Quiz 1,Test,Testversuch gestartet,web
13623,14.09.2022 11:04,Student12,Test: Quiz 1,Test,Testversuch eingereicht,web
13627,14.09.2022 11:03,Student14,Test: Quiz 1,Test,Testversuch gestartet,web
13631,14.09.2022 11:03,Student14,Test: Quiz 1,Test,Testversuch eingereicht,web
13648,14.09.2022 10:59,Student14,Test: Quiz 1,Test,Testversuch gestartet,web
13650,14.09.2022 10:59,Student14,Test: Quiz 1,Test,Testversuch eingereicht,web
13654,14.09.2022 10:58,Student14,Test: Quiz 1,Test,Testversuch gestartet,web
13662,14.09.2022 10:57,Student14,Test: Quiz 1,Test,Testversuch eingereicht,web
13665,14.09.2022 10:57,Student12,Test: Quiz 1,Test,Testversuch gestartet,web
13667,14.09.2022 10:57,Student12,Test: Quiz 1,Test,Testversuch eingereicht,web
13688,14.09.2022 10:54,Student14,Test: Quiz 1,Test,Testversuch gestartet,web
13690,14.09.2022 10:54,Student14,Test: Quiz 1,Test,Testversuch eingereicht,web
13694,14.09.2022 10:51,Student2,Test: Quiz 1,Test,Testversuch eingereicht,web
13715,14.09.2022 10:42,Student14,Test: Quiz 1,Test,Testversuch gestartet,web
13722,14.09.2022 10:41,Student12,Test: Quiz 1,Test,Testversuch gestartet,web
13741,14.09.2022 10:15,Student2,Test: Quiz 1,Test,Testversuch gestartet,web
13754,14.09.2022 09:30,Student29,Test: Quiz 1,Test,Testversuch eingereicht,web
13763,14.09.2022 09:27,Student29,Test: Quiz 1,Test,Testversuch gestartet,web
13767,14.09.2022 09:27,Student29,Test: Quiz 1,Test,Testversuch eingereicht,web
13778,14.09.2022 09:22,Student29,Test: Quiz 1,Test,Testversuch gestartet,web
13798,13.09.2022 21:29,Student24,Test: Quiz 1,Test,Testversuch eingereicht,web
13807,13.09.2022 21:22,Student24,Test: Quiz 1,Test,Testversuch gestartet,web
13809,13.09.2022 21:21,Student24,Test: Quiz 1,Test,Testversuch eingereicht,web
13817,13.09.2022 21:19,Student24,Test: Quiz 1,Test,Testversuch gestartet,web
13831,13.09.2022 20:54,Student3,Test: Quiz 1,Test,Testversuch eingereicht,web
13834,13.09.2022 20:51,Student8,Test: Quiz 1,Test,Testversuch eingereicht,web
13846,13.09.2022 20:48,Student8,Test: Quiz 1,Test,Testversuch gestartet,web
13864,13.09.2022 20:44,Student8,Test: Quiz 1,Test,Testversuch eingereicht,web
13867,13.09.2022 20:43,Student37,Test: Quiz 1,Test,Testversuch eingereicht,web
13872,13.09.2022 20:42,Student28,Test: Quiz 1,Test,Testversuch eingereicht,web
13876,13.09.2022 20:42,Student19,Test: Quiz 1,Test,Testversuch eingereicht,web
13881,13.09.2022 20:41,Student22,Test: Quiz 1,Test,Testversuch eingereicht,web
13903,13.09.2022 20:37,Student24,Test: Quiz 1,Test,Testversuch eingereicht,web
13912,13.09.2022 20:37,Student27,Test: Quiz 1,Test,Testversuch eingereicht,web
13922,13.09.2022 20:36,Student19,Test: Quiz 1,Test,Testversuch gestartet,web
13925,13.09.2022 20:36,Student14,Test: Quiz 1,Test,Testversuch eingereicht,web
13938,13.09.2022 20:36,Student19,Test: Quiz 1,Test,Testversuch eingereicht,web
13976,13.09.2022 20:32,Student3,Test: Quiz 1,Test,Testversuch gestartet,web
14007,13.09.2022 20:30,Student24,Test: Quiz 1,Test,Testversuch gestartet,web
14013,13.09.2022 20:30,Student37,Test: Quiz 1,Test,Testversuch gestartet,web
14023,13.09.2022 20:30,Student15,Test: Quiz 1,Test,Testversuch gestartet,web
14027,13.09.2022 20:29,Student15,Test: Quiz 1,Geführte Touren,Tour begonnen,web
14031,13.09.2022 20:29,Student27,Test: Quiz 1,Test,Testversuch gestartet,web
14035,13.09.2022 20:29,Student19,Test: Quiz 1,Test,Testversuch gestartet,web
14037,13.09.2022 20:29,Student8,Test: Quiz 1,Test,Testversuch gestartet,web
14040,13.09.2022 20:29,Student22,Test: Quiz 1,Test,Testversuch gestartet,web
14041,13.09.2022 20:29,Student28,Test: Quiz 1,Test,Testversuch gestartet,web
14043,13.09.2022 20:29,Student14,Test: Quiz 1,Test,Testversuch gestartet,web
14247,13.09.2022 19:16,Student16,Test: Quiz 1,Test,Testversuch eingereicht,web
14250,13.09.2022 19:16,Student34,Test: Quiz 1,Test,Testversuch eingereicht,web
14261,13.09.2022 19:14,Student31,Test: Quiz 1,Test,Testversuch eingereicht,web
14281,13.09.2022 19:10,Student33,Test: Quiz 1,Test,Testversuch eingereicht,web
14291,13.09.2022 19:10,Student36,Test: Quiz 1,Test,Testversuch eingereicht,web
14310,13.09.2022 19:08,Student6,Test: Quiz 1,Test,Testversuch eingereicht,web
14328,13.09.2022 19:07,Student25,Test: Quiz 1,Test,Testversuch eingereicht,web
14330,13.09.2022 19:06,Student34,Test: Quiz 1,Test,Testversuch gestartet,web
14344,13.09.2022 19:06,Student33,Test: Quiz 1,Test,Testversuch gestartet,web
14347,13.09.2022 19:06,Student33,Test: Quiz 1,Test,Testversuch eingereicht,web
